" Monday - July 28 at  11pm  Temperature: 78 ,deg;F","Dewpoint: 75 ,deg;F","Heat Index: 78 ,deg;F","Surface Wind: S 2mph Sky Cover (%): 62%","Precipitation Potential (%): 23%","Relative Humidity (%): 92% Rain: Slight Chance (10%-20%)","Thunder: <10%"
" Tuesday - July 29 at  12am  Temperature: 78 ,deg;F","Dewpoint: 75 ,deg;F","Heat Index: 78 ,deg;F","Surface Wind: S 1mph Sky Cover (%): 54%","Precipitation Potential (%): 8%","Relative Humidity (%): 92% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  1am  Temperature: 77 ,deg;F","Dewpoint: 75 ,deg;F","Heat Index: 77 ,deg;F","Surface Wind: S 1mph Sky Cover (%): 57%","Precipitation Potential (%): 1%","Relative Humidity (%): 93% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  2am  Temperature: 77 ,deg;F","Dewpoint: 74 ,deg;F","Heat Index: 77 ,deg;F","Surface Wind: S 1mph Sky Cover (%): 57%","Precipitation Potential (%): 1%","Relative Humidity (%): 92% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  3am  Temperature: 76 ,deg;F","Dewpoint: 75 ,deg;F","Heat Index: 76 ,deg;F","Surface Wind: SW 1mph Sky Cover (%): 65%","Precipitation Potential (%): 0%","Relative Humidity (%): 97% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  4am  Temperature: 75 ,deg;F","Dewpoint: 74 ,deg;F","Heat Index: 75 ,deg;F","Surface Wind: NW 1mph Sky Cover (%): 66%","Precipitation Potential (%): 0%","Relative Humidity (%): 98% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  5am  Temperature: 75 ,deg;F","Dewpoint: 74 ,deg;F","Heat Index: 75 ,deg;F","Surface Wind: NW 1mph Sky Cover (%): 74%","Precipitation Potential (%): 0%","Relative Humidity (%): 96% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  6am  Temperature: 74 ,deg;F","Dewpoint: 74 ,deg;F","Heat Index: N/A","Surface Wind: N 1mph Sky Cover (%): 74%","Precipitation Potential (%): 2%","Relative Humidity (%): 99% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  7am  Temperature: 74 ,deg;F","Dewpoint: 73 ,deg;F","Heat Index: N/A","Surface Wind: N 1mph Sky Cover (%): 73%","Precipitation Potential (%): 0%","Relative Humidity (%): 98% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  8am  Temperature: 76 ,deg;F","Dewpoint: 74 ,deg;F","Heat Index: 76 ,deg;F","Surface Wind: N 1mph Sky Cover (%): 70%","Precipitation Potential (%): 0%","Relative Humidity (%): 94% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  9am  Temperature: 79 ,deg;F","Dewpoint: 74 ,deg;F","Heat Index: 79 ,deg;F","Surface Wind: N 1mph Sky Cover (%): 66%","Precipitation Potential (%): 0%","Relative Humidity (%): 86% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  10am  Temperature: 82 ,deg;F","Dewpoint: 75 ,deg;F","Heat Index: 89 ,deg;F","Surface Wind: N 2mph Sky Cover (%): 52%","Precipitation Potential (%): 1%","Relative Humidity (%): 79% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  11am  Temperature: 85 ,deg;F","Dewpoint: 75 ,deg;F","Heat Index: 94 ,deg;F","Surface Wind: NE 2mph Sky Cover (%): 64%","Precipitation Potential (%): 3%","Relative Humidity (%): 72% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  12pm  Temperature: 87 ,deg;F","Dewpoint: 75 ,deg;F","Heat Index: 96 ,deg;F","Surface Wind: NE 2mph Sky Cover (%): 80%","Precipitation Potential (%): 3%","Relative Humidity (%): 68% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  1pm  Temperature: 89 ,deg;F","Dewpoint: 75 ,deg;F","Heat Index: 99 ,deg;F","Surface Wind: NE 3mph Sky Cover (%): 57%","Precipitation Potential (%): 5%","Relative Humidity (%): 63% Rain: <10%","Thunder: <10%"
" Tuesday - July 29 at  2pm  Temperature: 90 ,deg;F","Dewpoint: 75 ,deg;F","Heat Index: 100 ,deg;F","Surface Wind: N 3mph Sky Cover (%): 58%","Precipitation Potential (%): 4%","Relative Humidity (%): 61% Rain: <10%","Thunder: <10%"
