" Sunday - September 7 at  9am  Temperature: 55 ,deg;F","Dewpoint: 45 ,deg;F","Heat Index: N/A","Surface Wind: W 3mph Sky Cover (%): 32%","Precipitation Potential (%): 0%","Relative Humidity (%): 69% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  10am  Temperature: 59 ,deg;F","Dewpoint: 45 ,deg;F","Heat Index: N/A","Surface Wind: W 5mph Sky Cover (%): 23%","Precipitation Potential (%): 0%","Relative Humidity (%): 60% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  11am  Temperature: 64 ,deg;F","Dewpoint: 46 ,deg;F","Heat Index: N/A","Surface Wind: NW 6mph Sky Cover (%): 23%","Precipitation Potential (%): 0%","Relative Humidity (%): 52% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  12pm  Temperature: 66 ,deg;F","Dewpoint: 45 ,deg;F","Heat Index: N/A","Surface Wind: NW 7mph Sky Cover (%): 38%","Precipitation Potential (%): 0%","Relative Humidity (%): 47% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  1pm  Temperature: 68 ,deg;F","Dewpoint: 44 ,deg;F","Heat Index: N/A","Surface Wind: NW 8mph Sky Cover (%): 43%","Precipitation Potential (%): 0%","Relative Humidity (%): 42% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  2pm  Temperature: 69 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: NW 8mph Sky Cover (%): 42%","Precipitation Potential (%): 0%","Relative Humidity (%): 39% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  3pm  Temperature: 70 ,deg;F","Dewpoint: 44 ,deg;F","Heat Index: N/A","Surface Wind: NW 8mph Sky Cover (%): 34%","Precipitation Potential (%): 0%","Relative Humidity (%): 39% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  4pm  Temperature: 70 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: NW 8mph Sky Cover (%): 40%","Precipitation Potential (%): 0%","Relative Humidity (%): 38% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  5pm  Temperature: 70 ,deg;F","Dewpoint: 42 ,deg;F","Heat Index: N/A","Surface Wind: NW 8mph Sky Cover (%): 26%","Precipitation Potential (%): 0%","Relative Humidity (%): 36% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  6pm  Temperature: 69 ,deg;F","Dewpoint: 42 ,deg;F","Heat Index: N/A","Surface Wind: NW 7mph Sky Cover (%): 13%","Precipitation Potential (%): 0%","Relative Humidity (%): 37% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  7pm  Temperature: 67 ,deg;F","Dewpoint: 42 ,deg;F","Heat Index: N/A","Surface Wind: NW 6mph Sky Cover (%): 14%","Precipitation Potential (%): 0%","Relative Humidity (%): 40% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  8pm  Temperature: 64 ,deg;F","Dewpoint: 42 ,deg;F","Heat Index: N/A","Surface Wind: NW 6mph Sky Cover (%): 13%","Precipitation Potential (%): 0%","Relative Humidity (%): 45% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  9pm  Temperature: 62 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: NW 3mph Sky Cover (%): 10%","Precipitation Potential (%): 0%","Relative Humidity (%): 50% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  10pm  Temperature: 59 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: NW 3mph Sky Cover (%): 10%","Precipitation Potential (%): 0%","Relative Humidity (%): 55% Rain: <10%","Thunder: <10%"
" Sunday - September 7 at  11pm  Temperature: 56 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: N 2mph Sky Cover (%): 8%","Precipitation Potential (%): 0%","Relative Humidity (%): 62% Rain: <10%","Thunder: <10%"
" Monday - September 8 at  12am  Temperature: 55 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: N 2mph Sky Cover (%): 7%","Precipitation Potential (%): 0%","Relative Humidity (%): 64% Rain: <10%","Thunder: <10%"
" Monday - September 8 at  1am  Temperature: 53 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: N 2mph Sky Cover (%): 6%","Precipitation Potential (%): 0%","Relative Humidity (%): 69% Rain: <10%","Thunder: <10%"
" Monday - September 8 at  2am  Temperature: 51 ,deg;F","Dewpoint: 44 ,deg;F","Heat Index: N/A","Surface Wind: N 2mph Sky Cover (%): 6%","Precipitation Potential (%): 0%","Relative Humidity (%): 77% Rain: <10%","Thunder: <10%"
" Monday - September 8 at  3am  Temperature: 50 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: N 2mph Sky Cover (%): 0%","Precipitation Potential (%): 0%","Relative Humidity (%): 77% Rain: <10%","Thunder: <10%"
" Monday - September 8 at  4am  Temperature: 49 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: N 2mph Sky Cover (%): 0%","Precipitation Potential (%): 0%","Relative Humidity (%): 80% Rain: <10%","Thunder: <10%"
" Monday - September 8 at  5am  Temperature: 48 ,deg;F","Dewpoint: 43 ,deg;F","Heat Index: N/A","Surface Wind: N 2mph Sky Cover (%): 0%","Precipitation Potential (%): 0%","Relative Humidity (%): 83% Rain: <10%","Thunder: <10%"
