" Tuesday - September 2 at  5pm  Temperature: 81 ,deg;F","Dewpoint: 49 ,deg;F","Heat Index: 80 ,deg;F","Surface Wind: S 3mph Sky Cover (%): 7%","Precipitation Potential (%): 0%","Relative Humidity (%): 33% Rain: <10%","Thunder: <10%"
" Tuesday - September 2 at  6pm  Temperature: 80 ,deg;F","Dewpoint: 49 ,deg;F","Heat Index: 79 ,deg;F","Surface Wind: S 3mph Sky Cover (%): 11%","Precipitation Potential (%): 0%","Relative Humidity (%): 34% Rain: <10%","Thunder: <10%"
" Tuesday - September 2 at  7pm  Temperature: 77 ,deg;F","Dewpoint: 50 ,deg;F","Heat Index: 77 ,deg;F","Surface Wind: S 3mph Sky Cover (%): 9%","Precipitation Potential (%): 0%","Relative Humidity (%): 39% Rain: <10%","Thunder: <10%"
" Tuesday - September 2 at  8pm  Temperature: 74 ,deg;F","Dewpoint: 49 ,deg;F","Heat Index: N/A","Surface Wind: SW 3mph Sky Cover (%): 16%","Precipitation Potential (%): 0%","Relative Humidity (%): 41% Rain: <10%","Thunder: <10%"
" Tuesday - September 2 at  9pm  Temperature: 71 ,deg;F","Dewpoint: 50 ,deg;F","Heat Index: N/A","Surface Wind: NE 2mph Sky Cover (%): 13%","Precipitation Potential (%): 0%","Relative Humidity (%): 47% Rain: <10%","Thunder: <10%"
" Tuesday - September 2 at  10pm  Temperature: 68 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: NE 2mph Sky Cover (%): 11%","Precipitation Potential (%): 0%","Relative Humidity (%): 55% Rain: <10%","Thunder: <10%"
" Tuesday - September 2 at  11pm  Temperature: 65 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: NE 2mph Sky Cover (%): 10%","Precipitation Potential (%): 0%","Relative Humidity (%): 60% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  12am  Temperature: 64 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: E 2mph Sky Cover (%): 8%","Precipitation Potential (%): 0%","Relative Humidity (%): 63% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  1am  Temperature: 62 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: E 2mph Sky Cover (%): 15%","Precipitation Potential (%): 0%","Relative Humidity (%): 67% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  2am  Temperature: 60 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: SE 2mph Sky Cover (%): 8%","Precipitation Potential (%): 0%","Relative Humidity (%): 72% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  3am  Temperature: 60 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: E 2mph Sky Cover (%): 10%","Precipitation Potential (%): 0%","Relative Humidity (%): 72% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  4am  Temperature: 59 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: SE 2mph Sky Cover (%): 13%","Precipitation Potential (%): 0%","Relative Humidity (%): 75% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  5am  Temperature: 58 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: SE 2mph Sky Cover (%): 8%","Precipitation Potential (%): 0%","Relative Humidity (%): 77% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  6am  Temperature: 57 ,deg;F","Dewpoint: 50 ,deg;F","Heat Index: N/A","Surface Wind: SE 2mph Sky Cover (%): 12%","Precipitation Potential (%): 0%","Relative Humidity (%): 77% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  7am  Temperature: 57 ,deg;F","Dewpoint: 51 ,deg;F","Heat Index: N/A","Surface Wind: S 2mph Sky Cover (%): 20%","Precipitation Potential (%): 0%","Relative Humidity (%): 80% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  8am  Temperature: 58 ,deg;F","Dewpoint: 53 ,deg;F","Heat Index: N/A","Surface Wind: S 3mph Sky Cover (%): 11%","Precipitation Potential (%): 0%","Relative Humidity (%): 83% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  9am  Temperature: 63 ,deg;F","Dewpoint: 54 ,deg;F","Heat Index: N/A","Surface Wind: S 3mph Sky Cover (%): 9%","Precipitation Potential (%): 1%","Relative Humidity (%): 72% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  10am  Temperature: 68 ,deg;F","Dewpoint: 57 ,deg;F","Heat Index: N/A","Surface Wind: S 6mph Sky Cover (%): 10%","Precipitation Potential (%): 1%","Relative Humidity (%): 68% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  11am  Temperature: 73 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: N/A","Surface Wind: S 6mph Sky Cover (%): 15%","Precipitation Potential (%): 1%","Relative Humidity (%): 59% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  12pm  Temperature: 76 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: 76 ,deg;F","Surface Wind: S 8mph Sky Cover (%): 13%","Precipitation Potential (%): 2%","Relative Humidity (%): 54% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  1pm  Temperature: 79 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: 79 ,deg;F","Surface Wind: S 9mph Sky Cover (%): 12%","Precipitation Potential (%): 2%","Relative Humidity (%): 49% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  2pm  Temperature: 80 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: 81 ,deg;F","Surface Wind: SW 10mph Sky Cover (%): 31%","Precipitation Potential (%): 7%","Relative Humidity (%): 47% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  3pm  Temperature: 81 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: 81 ,deg;F","Surface Wind: SW 10mph Sky Cover (%): 31%","Precipitation Potential (%): 8%","Relative Humidity (%): 46% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  4pm  Temperature: 81 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: 81 ,deg;F","Surface Wind: SW 10mph Sky Cover (%): 32%","Precipitation Potential (%): 8%","Relative Humidity (%): 46% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  5pm  Temperature: 81 ,deg;F","Dewpoint: 57 ,deg;F","Heat Index: 81 ,deg;F","Surface Wind: SW 10mph Sky Cover (%): 35%","Precipitation Potential (%): 7%","Relative Humidity (%): 44% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  6pm  Temperature: 80 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: 81 ,deg;F","Surface Wind: SW 10mph Sky Cover (%): 23%","Precipitation Potential (%): 5%","Relative Humidity (%): 47% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  7pm  Temperature: 77 ,deg;F","Dewpoint: 57 ,deg;F","Heat Index: 77 ,deg;F","Surface Wind: SW 9mph Sky Cover (%): 27%","Precipitation Potential (%): 6%","Relative Humidity (%): 50% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  8pm  Temperature: 75 ,deg;F","Dewpoint: 57 ,deg;F","Heat Index: 75 ,deg;F","Surface Wind: S 8mph Sky Cover (%): 23%","Precipitation Potential (%): 8%","Relative Humidity (%): 54% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  9pm  Temperature: 73 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: N/A","Surface Wind: S 8mph Sky Cover (%): 29%","Precipitation Potential (%): 8%","Relative Humidity (%): 59% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  10pm  Temperature: 71 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: N/A","Surface Wind: S 8mph Sky Cover (%): 33%","Precipitation Potential (%): 8%","Relative Humidity (%): 64% Rain: <10%","Thunder: <10%"
" Wednesday - September 3 at  11pm  Temperature: 69 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: N/A","Surface Wind: S 8mph Sky Cover (%): 36%","Precipitation Potential (%): 8%","Relative Humidity (%): 68% Rain: <10%","Thunder: <10%"
" Thursday - September 4 at  12am  Temperature: 68 ,deg;F","Dewpoint: 58 ,deg;F","Heat Index: N/A","Surface Wind: S 8mph Sky Cover (%): 39%","Precipitation Potential (%): 8%","Relative Humidity (%): 72% Rain: <10%","Thunder: <10%"
